CentralAssetID,StreetName,,Asset Location Details,Road USRN,Easting,Northing,ASSET TYPE,Lantern Model,Lamp Type,Wattage,Number of lanterns,Number of Lamps
L0402002,ADAIR ROAD,new,ADAIR ROAD - O/S BLOCK 31-53 2ND COL FROM HAZ CRES   - ST15- (AR6),21700786,524435.3,182175.4,LC05,POT,LED,40,1,1
L0402003,ADAIR ROAD,new,ADAIR ROAD - O/S BLOCK 31-53 3RD COL FROPM HAZ CRES   - ST15- (AR6),21700786,524436.6,182158.3,LC05,POT,LED,40,1,1
L0402004,ADAIR ROAD,new,ADAIR ROAD - OPP FOOTPATH TO GOLBORNE GARD,21700786,524424.7,182145.1,LC05,POT,LED,40,1,1
L0402005,ADAIR ROAD,new,ADAIR ROAD - OPP ADAIR TOWER   - ST15- (AR6),21700786,524436.6,182132.4,LC05,POT,LED,40,1,1
L0402006,ADAIR ROAD,new,ADAIR ROAD - BLOCK 1-29 ADAIR ROAD   - ST1,21700786,524437.9,182116.2,LC05,POT,LED,40,1,1
L0402007,ADAIR ROAD,new,ADAIR ROAD - O/S ADAIR TOWER (NR APPLEFORD ROAD)   - ST15- (AR6),21700786,524427.7,182097.7,LC05,POT,LED,40,1,1
L0402008,ADAIR ROAD,new,ADAIR ROAD - O/S 10-21 SOUTHERN HOUSE   - ST15- (AR6),21700786,524439.2,182078.4,LC05,POT,LED,40,1,1
L0402009,ADAIR ROAD,new,ADAIR ROAD - O/S 4   - ST15- (AR6),21700786,524427.7,182058.2,LC05,POT,LED,40,1,1
L0402010,ADAIR ROAD,new,ADAIR ROAD - ADJ 4 NR CORNER OF  SOUTHAM ST   - ST15- (AR6),21700786,524427.4,182031.9,LC05,POT,LED,40,1,1
L1403001,ADAM AND EVE MEWS,,ADAM AND EVE MEWS - O/S 163 KENSINGTON HIGH STREET   - ST16- (AR16),21700003,525404.5,179451.3,WBNA,S14,CDOT,70,1,1
L1403002,ADAM AND EVE MEWS,,ADAM AND EVE MEWS - O/S 9A   - ST16- (AR16),21700003,525415,179413.7,WBNA,S14,CDOT,70,1,1
L1403003,ADAM AND EVE MEWS,,ADAM AND EVE MEWS - O/S 6   - ST16- (AR16),21700003,525417.1,179389.1,WBNA,S14,CDOT,70,1,1
L1403004,ADAM AND EVE MEWS,,ADAM AND EVE MEWS - O/S 18   - ST16- (AR16),21700003,525432,179342.8,WBNA,S14,CDOT,70,1,1
L1403005,ADAM AND EVE MEWS,,ADAM AND EVE MEWS - O/S 29   - ST16- (AR16),21700003,525440.2,179323.1,WBNA,S14,CDOT,70,1,1
L1403006,ADAM AND EVE MEWS,,ADAM AND EVE MEWS - O/S 26/28   - ST16- (AR16),21700003,525441.6,179297.9,WBNA,S14,CDOT,70,1,1
L1403007,ADAM AND EVE MEWS,,ADAM AND EVE MEWS - O/S 46 -  BY CHAPEL HOUSE   - ST16- (AR16),21700003,525419.9,179320.7,WBNA,S14,CDOT,70,1,1
L1403008,ADAM AND EVE MEWS,,ADAM AND EVE MEWS - O/S 40 - (O/S ALLEN DA,21700003,525400,179312.9,WBNA,S14,CDOT,70,1,1
L1403009,ADAM AND EVE MEWS,,ADAM AND EVE MEWS - FLANK OF CHURCH J/W ALLEN STREET   - ST16- (AR16),21700003,525379.3,179304.8,WBNA,S14,CDOT,70,1,1
L1403010,ADAM AND EVE MEWS,,ADAM AND EVE MEWS - O/S 40   - ST16- (AR16),21700003,525413.3,179339.3,WBNA,S14,CDOT,70,1,1
L1403011,ADAM AND EVE MEWS,,ADAM AND EVE MEWS - O/S 44   - ST16- (AR16,21700003,525407.5,179360.5,WBNA,S14,CDOT,70,1,1
L1403012,ADAM AND EVE MEWS,,ADAM AND EVE MEWS - O/S 50   - ST16- (AR16),21700003,525401.4,179380.1,WBNA,S14,CDOT,70,1,1
L1403013,ADAM AND EVE MEWS,,ADAM AND EVE MEWS - UNDER ARCH WAY BY KEN  HIGH STEET   - ST16- (AR16),21700003,525399.6,179460.4,LSNA,BH,CDOT,70,1,1
B0701001,ADDISON AVENUE,,ADDISON AVENUE - J/W QUEENSDALE RD   N ISLAND   - ST17- (AR9),21700787,524141.48,180204.47,IBNA,BOL,PL-S,11,1,2
B0701002,ADDISON AVENUE,,ADDISON AVENUE - J/W QUEENSDALE ROAD   - ST17- (AR9),21700787,524142.2,180201.7,IBNA,BOL,PL-S,11,1,2
B0701003,ADDISON AVENUE,,ADDISON AVENUE - J.W QUEENSDALE ROAD  S IS,21700787,524146.83,180187.37,IBNA,BOL,PL-S,11,1,2
B0701004,ADDISON AVENUE,,ADDISON AVENUE - J/W QUEENSDALE ROAD   - ST17- (AR9),21700787,524148.4,180183.46,IBNA,BOL,PL-S,11,1,2
B0701005,ADDISON AVENUE,,ADDISON AVENUE - J/W HOLLAND PARK AVENUE   - ST17- (AR9),21700787,524196.43,180049.05,IBNA,BOL,PL-S,11,1,2
B0701006,ADDISON AVENUE,,ADDISON AVENUE - J/W HOLLAND PARK AVENUE   - ST17- (AR9),21700787,524191.86,180048.49,IBNA,BOL,PL-S,11,1,2
L0701001,ADDISON AVENUE,,ADDISON AVENUE - FLANK OF 56 ST. JAMES GARDENS   - ST17- (AR9),21700787,524117.6,180303.3,LC04,KP,COS,60,1,1
L0701002,ADDISON AVENUE,,ADDISON AVENUE - OPP FLANK OF 56 ST. JAMES,21700787,524100.2,180295.2,LC04,KP,COS,60,1,1
L0701003,ADDISON AVENUE,,ADDISON AVENUE - O/S 58    - ST17- (AR9),21700787,524122.92,180286.33,LC04,KP,COS,60,1,1
L0701004,ADDISON AVENUE,,ADDISON AVENUE - O/S 57   - ST17- (AR9),21700787,524104.26,180283.29,LC04,KP,COS,60,1,1
L0701005,ADDISON AVENUE,,ADDISON AVENUE - O/S 54-56   - ST17- (AR9),21700787,524126.46,180275.62,LC04,KP,COS,60,1,1
L0701006,ADDISON AVENUE,,ADDISON AVENUE - O/S 55   - ST17- (AR9),21700787,524109.56,180269.27,LC04,KP,COS,60,1,1
L0701007,ADDISON AVENUE,,ADDISON AVENUE - O/S 51   - ST17- (AR9),21700787,524112.2,180261.59,LC04,KP,COS,60,1,1
L0701008,ADDISON AVENUE,,ADDISON AVENUE - O/S 48   - ST17- (AR9),21700787,524134.56,180252.07,LC04,KP,COS,60,1,1
L0701009,ADDISON AVENUE,,ADDISON AVENUE - O/S 43   - ST17- (AR9),21700787,524123.3,180227.5,LC04,KP,COS,60,1,1
L0701010,ADDISON AVENUE,,ADDISON AVENUE - O/S 40-42   - ST17- (AR9),21700787,524145.67,180220.32,LC04,KP,COS,60,1,1
L0701011,ADDISON AVENUE,,ADDISON AVENUE - O/S 37   - ST17- (AR9),21700787,524132.4,180200.7,LC04,KP,COS,60,1,1
L0701012,ADDISON AVENUE,,ADDISON AVENUE - O/S 36   - ST17- (AR9),21700787,524156.39,180190.02,LC04,KP,COS,60,1,1
L0701013,ADDISON AVENUE,,ADDISON AVENUE - O/S 34   - ST17- (AR9),21700787,524162.3,180174,LC04,KP,COS,60,1,1
L0701014,ADDISON AVENUE,,ADDISON AVENUE - O/S 29   - ST17- (AR9),21700787,524148.3,180154.8,LC04,KP,COS,60,1,1
L0701015,ADDISON AVENUE,,ADDISON AVENUE - O/S 26   - ST17- (AR9),21700787,524172.9,180144.6,LC04,KP,COS,60,1,1
L0701016,ADDISON AVENUE,,ADDISON AVENUE - O/S 21   - ST17- (AR9),21700787,524159.3,180124.4,LC04,KP,COS,60,1,1
L0701017,ADDISON AVENUE,,ADDISON AVENUE - O/S 18   - ST17- (AR9),21700787,524182.4,180114.3,LC04,KP,COS,60,1,1
L0701018,ADDISON AVENUE,,ADDISON AVENUE - O/S 13   - ST17- (AR9),21700787,524166.56,180105.51,LC04,KP,COS,60,1,1
L0701019,ADDISON AVENUE,,ADDISON AVENUE - O/S 12  - ST17- (AR9),21700787,524187.74,180099.67,LC04,KP,COS,60,1,1
L0701020,ADDISON AVENUE,,ADDISON AVENUE - BY 9   - ST17- (AR9),21700787,524175.95,180075.52,LC04,KP,COS,60,1,1
L0701021,ADDISON AVENUE,,ADDISON AVENUE - O/SIDE 6-10  - ST17- (AR9),21700787,524194.49,180081.55,LC04,KP,COS,60,1,1
L0701022,ADDISON AVENUE,,ADDISON AVENUE - FLANK OF 170 HOLLAND PARK AVENUE- (AR9),21700787,524182.45,180058.92,LC04,KP,COS,60,1,1
L0701023,ADDISON AVENUE,,ADDISON AVENUE - FLANK OF 168 HOLLAND PARK AVENUE  - ST17- (AR9),21700787,524199.91,180065.01,LC04,KP,COS,60,1,1
L0701024,ADDISON AVENUE,,ADDISON AVENUE - J/W QUEENSDALE RD SOUTH I,21700787,524147.22,180185.41,LC06,SGSF,CDOT,70,2,2
L0701025,ADDISON AVENUE,,ADDISON AVENUE JUNCTION WITH QUEENSDALE ROAD  ON NORTH ISLAND,21700787,524142.1,180203.04,LC06,SGSF,CDOT,70,2,2
S0701001,ADDISON AVENUE,,ADDISON AVENUE - O/S 38   - ST17- (AR9),21700787,524150.2,180207.8,ISNA,SL,PL-S,7,1,2
S0701003,ADDISON AVENUE,,ADDISON AVENUE - O/S 35   - ST17- (AR9),21700787,524138.4,180183.1,ISNA,SL,PL-S,7,1,2
S0701004,ADDISON AVENUE,,ADDISON AVENUE - J/W HOLLAND PARK AVENUE,21700787,524207.4,180049.7,ISNA,SL,PL-S,7,1,2
S0701005,ADDISON AVENUE,,ADDISON AVENUE - J/W HOLLAND PARK AVENUE   W  SIGN   - ST17- (AR9),21700787,524194.1,180043.1,ISNA,SL,PL-S,7,1,2
S0701006,ADDISON AVENUE,,ADDISON AVENUE - J/W HOLLAND PARK AVENUE SLIP RD ISLAND   - ST17- (AR9),21700787,524188.5,180043.1,ISNA,SL,PL-S,7,1,2
L1103008,ADDISON CRESCENT,,ADDISON CRESCENT - FLK 11   - ST18- (AR13),21700629,524357.7,179401.6,LC05,POTI,LED,40,1,1
L1103009,ADDISON CRESCENT,,ADDISON CRESCENT - O/S 10   - ST18- (AR13),21700629,524363.7,179420.2,LC05,POTI,LED,40,1,1
L1103010,ADDISON CRESCENT,,ADDISON CRESCENT - O/S 5   - ST18- (AR13),21700629,524362,179441.6,LC05,POTI,LED,40,1,1
L1103011,ADDISON CRESCENT,,ADDISON CRESCENT - O/S 8   - ST18- (AR13),21700629,524382.6,179454.1,LC05,POTI,LED,40,1,1
L1103012,ADDISON CRESCENT,,ADDISON CRESCENT - O/S 7   - ST18- (AR13),21700629,524396.6,179472.4,LC05,POTI,LED,40,1,1
L1103013,ADDISON CRESCENT,,ADDISON CRESCENT - O/S 1B/2   - ST18- (AR13),21700629,524400.6,179494,LC05,POTI,LED,40,1,1
L1103014,ADDISON CRESCENT,,ADDISON CRESCENT - O/S 6A/6   - ST18- (AR13),21700629,524418.7,179495.3,LC05,POTI,LED,40,1,1
L1103015,ADDISON CRESCENT,,ADDISON CRESCENT - O/S 1-12 REDLYNCH COURT   - ST18- (AR13),21700629,524429.4,179519.8,LC05,POTI,LED,40,1,1
L1103016,ADDISON CRESCENT,,ADDISON CRESCENT - FLK 69 ADDISON ROAD   - ST18- (AR13),21700629,524445,179516.1,LC05,POTI,LED,40,1,1
L0702001,ADDISON PLACE,,ADDISON PLACE - FLANK OF 27 QUEENSDALE ROA,21700788,524070.2,180150.7,LC04,14,CDOT,70,1,1
L0702002,ADDISON PLACE,,ADDISON PLACE - OPP 31   - ST21- (AR9),21700788,524077.19,180133.65,LC04,14,CDOT,70,1,1
L0702003,ADDISON PLACE,,ADDISON PLACE - O/S 22   - ST21- (AR9),21700788,524097.03,180123.59,LC04,14,CDOT,70,1,1
L0702004,ADDISON PLACE,,ADDISON PLACE - O/S 14   - ST21- (AR9),21700788,524112.97,180118.56,LC04,14,CDOT,70,1,1
L0702005,ADDISON PLACE,,ADDISON PLACE - O/S 9/11   - ST21- (AR9),21700788,524124.43,180097.31,LC04,14,CDOT,70,1,1
L0702006,ADDISON PLACE,,ADDISON PLACE - OPP 7   - ST21- (AR9),21700788,524141.48,180093.12,LC04,14,CDOT,70,1,1
L0702007,ADDISON PLACE,,ADDISON PLACE - ADJ 1   - ST21- (AR9),21700788,524156.85,180091.44,LC04,14,CDOT,70,1,1
B0904001,ADDISON ROAD,,ADDISON ROAD - J/W HOLLAND PARK AVENUE   -,21700789,524125,180004.5,IBNA,BOL,PL-S,11,1,2
B0904002,ADDISON ROAD,,ADDISON ROAD - OPP 94   - ST23- (AR11),21700789,524135.8,179971.9,IBNA,BOL,PL-S,11,1,2
B0904003,ADDISON ROAD,,ADDISON ROAD - C.I. OPP ADDISLAND COURT -,21700789,524150.3,179957.3,IBNA,BOL,PL-S,11,1,2
B0904004,ADDISON ROAD,,ADDISON ROAD - C.I. OPP ADDISLAND COURT - W. UNIT   - ST23- (AR11),21700789,524158.5,179942.4,IBNA,BOL,PL-S,11,1,2
B0904005,ADDISON ROAD,,ADDISON ROAD - C.I. OPP ADDISLAND COURT -,21700789,524150.3,179940.4,IBNA,BOL,PL-S,11,1,2
B0904006,ADDISON ROAD,,ADDISON ROAD - C.I. OPP 87 -  N. UNIT   - ST23- (AR11),21700789,524281.2,179874,IBNA,BOL,PL-S,11,1,2
B0904007,ADDISON ROAD,,ADDISON ROAD - C.I. OPP 87  -  S. UNIT   - ST23- (AR11),21700789,524284.8,179867.6,IBNA,BOL,PL-S,11,1,2
L0904001,ADDISON ROAD,,ADDISON ROAD - J/W HOLLAND PARK AVENUE   - ST23- (AR11),21700789,524136.1,179998.2,LC08,IND,IND,150,1,1
L0904002,ADDISON ROAD,,ADDISON ROAD - O/S CRESCENT HOUSE   - ST23- (AR11),21700789,524133,179977.9,LC08,IND,IND,150,1,1
L0904003,ADDISON ROAD,,ADDISON ROAD - O/S 95   - ST23- (AR11),21700789,524155.5,179968.6,LC08,IND,IND,150,1,1
L0904004,ADDISON ROAD,,ADDISON ROAD - OPP 95   - ST23- (AR11),21700789,524136.9,179958.4,LC08,IND,IND,150,1,1
L0904005,ADDISON ROAD,,ADDISON ROAD - C.I. OPP 96 (BUCKLEY HOUSE),21700789,524153.1,179948.5,LC08,IND,IND,150,2,2
L0904006,ADDISON ROAD,,ADDISON ROAD - O/S 1-15 PARKLAND COURT   - ST23- (AR11),21700789,524137.1,179943.9,LC08,IND,IND,150,1,1
L0904007,ADDISON ROAD,,ADDISON ROAD - O/S 97A   - ST23- (AR11),21700789,524173,179940.9,LC08,IND,IND,150,1,1
L0904008,ADDISON ROAD,,ADDISON ROAD - OPP 98   - ST23- (AR11),21700789,524178.26,179918.4,LC08,IND,IND,150,1,1
L0904009,ADDISON ROAD,,ADDISON ROAD - OPP 99/100   - ST23- (AR11),21700789,524192.6,179908.6,LC08,IND,IND,150,1,1
L0904010,ADDISON ROAD,,ADDISON ROAD - O/S 90   - ST23- (AR11),21700789,524213.7,179896.6,LC08,IND,IND,150,1,1
L0904011,ADDISON ROAD,,ADDISON ROAD - OPP CARDINAL VAUGHAN SCHOOL,21700789,524240.3,179901,LC08,IND,IND,150,1,1
L0904012,ADDISON ROAD,,ADDISON ROAD - O/S CARDINAL VAUGHAN SCHOOL   - ST23- (AR11),21700789,524259.3,179881.7,LC08,IND,IND,150,1,1
L0904013,ADDISON ROAD,,ADDISON ROAD - J/W HOLLAND PARK GARDENS,21700789,524278.6,179894.5,LC08,IND,IND,150,1,1
L0904014,ADDISON ROAD,,ADDISON ROAD - O/S 87 - CARDINAL VAUGHAN SCHOOL   - ST23- (AR11),21700789,524271.4,179867.2,LC08,IND,IND,150,1,1
L0904016,ADDISON ROAD,,ADDISON ROAD - OPP 87   - ST23- (AR11),21700789,524296.9,179861.5,LC08,IND,IND,150,1,1
L0904017,ADDISON ROAD,,ADDISON ROAD - O/S 86A   - ST23- (AR11),21700789,524294.7,179835.7,LC08,IND,IND,150,1,1
L0904018,ADDISON ROAD,,ADDISON ROAD - OPP 85/86   - ST23- (AR11),21700789,524315.7,179827.4,LC08,IND,IND,150,1,1
L0904019,ADDISON ROAD,,ADDISON ROAD - O/S 84/85   - ST23- (AR11),21700789,524316.8,179797.5,LC08,IND,IND,150,1,1
L0904020,ADDISON ROAD,,ADDISON ROAD - OPP 83   - ST23- (AR11),21700789,524341.4,179782.8,LC08,IND,IND,150,1,1
L0904021,ADDISON ROAD,,ADDISON ROAD - O/S 82   - ST23- (AR11),21700789,524337.8,179757,LC08,IND,IND,150,1,1
L0904022,ADDISON ROAD,,ADDISON ROAD - OPP 80/81   - ST23- (AR11),21700789,524363.2,179741.7,LC08,IND,IND,150,1,1
L0904023,ADDISON ROAD,,ADDISON ROAD - OPP 79/80   - ST23- (AR11),21700789,524373.8,179724.1,LC08,IND,IND,150,1,1
L0904024,ADDISON ROAD,,ADDISON ROAD - O/S 78   - ST23- (AR11),21700789,524373.7,179693.1,LC08,IND,IND,150,1,1
L0904025,ADDISON ROAD,,ADDISON ROAD - OPP 76/77   - ST23- (AR11),21700789,524398.7,179678.6,LC08,IND,IND,150,1,1
L0904026,ADDISON ROAD,,ADDISON ROAD - O/S 75   - ST23- (AR11),21700789,524397.6,179650.5,LC08,IND,IND,150,1,1
L0904027,ADDISON ROAD,,ADDISON ROAD - OPP 74   - ST23- (AR11),21700789,524422.9,179636.3,LC08,IND,IND,150,1,1
L0904028,ADDISON ROAD,,ADDISON ROAD - O/S 72/73   - ST23- (AR11),21700789,524419,179611.4,LC08,IND,IND,150,1,1
L0904029,ADDISON ROAD,,ADDISON ROAD - O/S 16   - ST23- (AR11),21700789,524446.5,179592.7,LC08,IND,IND,150,1,1
L0904030,ADDISON ROAD,,ADDISON ROAD - O/S 17   - ST23- (AR11),21700789,524456,179572.8,LC08,IND,IND,150,1,1
L0904031,ADDISON ROAD,,ADDISON ROAD - O/S REDLYNCH COURT   - ST23- (AR11),21700789,524447.3,179548.6,LC08,IND,IND,150,1,1
L1104001,ADDISON ROAD,,ADDISON ROAD - OPP J/W ADDISON CRES - N. LEG   - ST22- (AR13),21700789,524464.8,179534.1,LC08,IND,IND,150,1,1
L1104002,ADDISON ROAD,,ADDISON ROAD - O/S 69   - ST22- (AR13),21700789,524456,179512.1,LC08,IND,IND,150,1,1
L1104003,ADDISON ROAD,,ADDISON ROAD - OPP 68/69   - ST22- (AR13),21700789,524476.5,179491.7,LC08,IND,IND,150,1,1
L1104004,ADDISON ROAD,,ADDISON ROAD - O/S 67   - ST22- (AR13),21700789,524469.1,179463.1,LC08,IND,IND,150,1,1
L1104005,ADDISON ROAD,,ADDISON ROAD - OPP 65/66   - ST22- (AR13),21700789,524489.3,179440.3,LC08,IND,IND,150,1,1
L1104006,ADDISON ROAD,,ADDISON ROAD - OPP 64/65   - ST22- (AR13),21700789,524494.4,179417,LC08,IND,IND,150,1,1
L1104007,ADDISON ROAD,,ADDISON ROAD - O/S 64   - ST22- (AR13),21700789,524486,179394.1,LC08,IND,IND,150,1,1
S0904001,ADDISON ROAD,,ADDISON ROAD - ON COL 001   - ST23- (AR11),21700789,524135.8,179998.8,ISNA,SL,PL-S,7,1,2
S0904002,ADDISON ROAD,,ADDISON ROAD - W. F/W OPP COL 001   - ST23,21700789,524125.6,179995.6,ISNA,SL,PL-S,7,1,2
S0904003,ADDISON ROAD,,ADDISON ROAD - C.I. OPP ADDISLAND COURT - E. SIGN   - ST23- (AR11),21700789,524157.5,179943.3,ISNA,SL,PL-S,7,1,2
S0904004,ADDISON ROAD,,ADDISON ROAD - C.I. OPP ADDISLAND CT-W.SGN POST-N. UNI   - ST23- (AR11),21700789,524152.7,179944.5,ISNA,SL,PL-S,7,1,2
S0904005,ADDISON ROAD,,ADDISON ROAD - C.I. OPP ADDISLAND CT-W.SGN POST-S.UNIT   - ST23- (AR11),21700789,524152.5,179943.3,ISNA,SL,PL-S,7,1,2
S0904006,ADDISON ROAD,,ADDISON ROAD - C.I. OPP PARKLAND COURT - N,21700789,524142.5,179943.6,ISNA,SL,PL-S,7,1,2
S0904007,ADDISON ROAD,,ADDISON ROAD - C.O. OPP PARKLAND COURT - S,21700789,524142.5,179942,ISNA,SL,PL-S,7,1,2
S0904008,ADDISON ROAD,,ADDISON ROAD - ON COL 006   - ST23- (AR11),21700789,524136.9,179942.5,ISNA,SL,PL-S,7,1,2
S0904009,ADDISON ROAD,,ADDISON ROAD - O/S 97A   - ST23- (AR11),21700789,524172.07,179940.59,ISNA,SL,PL-S,7,1,2
S0904010,ADDISON ROAD,,ADDISON ROAD - O/S 98   - ST23- (AR11),21700789,524184.7,179928.3,ISNA,SL,PL-S,7,1,2
S0904011,ADDISON ROAD,,ADDISON ROAD - ON COL 008   - ST23- (AR11),21700789,524177.6,179918.7,ISNA,SL,PL-S,7,1,2
S0904012,ADDISON ROAD,,ADDISON ROAD - OPP CV SCHOOL ENTRANCE   - ST23- (AR11),21700789,524249,179896.9,ISNA,SL,PL-S,7,1,2
S0904013,ADDISON ROAD,,ADDISON ROAD - OPP CARDINAL VAUGHAN SCHOOL,21700789,524262,179892.1,ISNA,SL,PL-S,7,1,2
S0904014,ADDISON ROAD,,ADDISON ROAD - O/S CARDINAL VAUGHAN SCHOOL,21700789,524260.1,179881.5,ISNA,SL,PL-S,7,1,2
S0904015,ADDISON ROAD,,ADDISON ROAD -J/W HOLLAND PARK GARDENS on,21700789,524296.06,179864.03,ISNA,SL,PL-S,7,1,2
L0403001,ADELA STREET,new,ADELA STREET - SIDE OF 10 MCKAY TRADING ESTATE   - ST25- (AR6),21700790,524110.5,182368.4,LC05,POT,LED,40,1,1
L0403002,ADELA STREET,new,ADELA STREET - SIDE OF 326 KENSAL ROAD   - ST25- (AR6),21700790,524098.9,182344.1,LC05,POT,LED,40,1,1
L2001001,ADRIAN MEWS,,ADRIAN MEWS - O/S 6   - ST27- (AR22),21701112,525819.5,177801.2,WBNA,14,SONT,70,1,1
L2001002,ADRIAN MEWS,,ADRIAN MEWS - BY ST. LUKES HALL   - ST27-,21701112,525829.8,177779.6,WBNA,14,SONT,70,1,1
L2001003,ADRIAN MEWS,,ADRIAN MEWS - UNDER ARCH WAY   - ST27- (AR,21701112,525844.5,177794.1,WBNA,14,SONT,70,1,1
L1001001,AIRLIE GARDENS,,AIRLIE GARDENS - O/S 11   - ST28- (AR12),21700692,525102.5,180052.3,LC05,POTI,LED,40,1,1
L1001002,AIRLIE GARDENS,,AIRLIE GARDENS - O/S 14   - ST28- (AR12),21700692,525081.9,180049.9,LC05,POTI,LED,40,1,1
L1001003,AIRLIE GARDENS,,AIRLIE GARDENS - O/S 17   - ST28- (AR12),21700692,525061,180046.7,LC05,POTI,LED,40,1,1
L0601001,ALBA PLACE,,ALBA PLACE - SIDE OF 228 PORTOBELLO ROAD   - ST29- (AR8),21700792,524580.6,181338.1,WBNA,P111,CDOT,70,1,1
L0601002,ALBA PLACE,,ALBA PLACE - O/S 1/2   - ST29- (AR8),21700792,524597.6,181345.9,WBNA,P111,CDOT,70,1,1
L0601003,ALBA PLACE,,ALBA PLACE - O/S 5/6   - ST29- (AR8),21700792,524612.3,181354.5,WBNA,P111,CDOT,70,1,1
L1501001,ALBERT MEWS,,ALBERT MEWS - O/S GARAGE 13   - ST30- (AR1,21700005,526138.1,179331.1,WBNA,NA,LED,21,1,1
L1501002,ALBERT MEWS,,ALBERT MEWS - SIDE OF GARAGE 4   - ST30- (AR17),21700005,526137.5,179364.1,WBNA,NA,LED,21,1,1
L1502001,ALBERT PLACE,,ALBERT PLACE - 1ST COL IN FROM VICTORIA ROAD   - ST31- (AR17),21700006,526006.3,179502,LC04,KP,COS,60,1,1
L1502002,ALBERT PLACE,,ALBERT PLACE - O/S 1   - ST31- (AR17),21700006,525982.7,179512.1,LC04,KP,COS,60,1,1
L1502003,ALBERT PLACE,,ALBERT PLACE - O/S 12/13   - ST31- (AR17),21700006,525959.5,179504.5,LC04,KP,COS,60,1,1
L1502004,ALBERT PLACE,,ALBERT PLACE - O/S PASSAGEWAY NEAR NO 4   - ST31- (AR17),21700006,525937.3,179513.7,LC04,KP,COS,60,1,1
L1502005,ALBERT PLACE,,ALBERT PLACE - O/S8/7   - ST31- (AR17),21700006,525917.9,179510.8,LC04,KP,COS,60,1,1
L0404001,ALDERSON STREET,new,ALDERSON STREET - SIDE OF 222 KENSAL ROAD   - ST33- (AR6),21700793,524280.5,182356.4,LC05,POT,LED,40,1,1
L0404002,ALDERSON STREET,new,ALDERSON STREET - SIDE OF 1 MCKAY TRADING ESTATE   - ST33- (AR6),21700793,524277.9,182340.5,LC05,POT,LED,40,1,1
L1802001,ALEXANDER PLACE,,ALEXANDER PLACE - J/W BROMPTON ROAD   - ST35- (AR20),21700007,527188.7,178956.1,LC04,KP,COS,60,1,1
L1802002,ALEXANDER PLACE,,ALEXANDER PLACE - FLK 12 ALEXANDER SQUARE   - ST35- (AR20),21700007,527162.7,178957.6,LC04,KP,COS,60,1,1
L1802003,ALEXANDER PLACE,,ALEXANDER PLACE - O/S 3   - ST35- (AR20),21700007,527139.7,178939.5,LC04,KP,COS,60,1,1
L1802004,ALEXANDER PLACE,,ALEXANDER PLACE - O/S 14   - ST35- (AR20),21700007,527115.7,178940.5,LC04,KP,COS,60,1,1
L1802005,ALEXANDER PLACE,,ALEXANDER PLACE - O/S 21   - ST35- (AR20),21700007,527095.6,178923.3,LC04,KP,COS,60,1,1
L1802006,ALEXANDER PLACE,,ALEXANDER PLACE - FLK 20 THURLOE SQUARE   - ST35- (AR20),21700007,527079.3,178927.5,LC04,KP,COS,60,1,1
L1802007,ALEXANDER PLACE,,ALEXANDER PLACE - FLK 19 THURLOE SQUARE   - ST35- (AR20),21700007,527068.9,178914.5,LC04,KP,COS,60,1,1
S1802002,ALEXANDER PLACE,,ALEXANDER PLACE - O/S 20 THURLOE SQUARE,21700007,527062.8,178921.2,ISNA,SL,PL-S,7,1,2
S1802003,ALEXANDER PLACE,,ALEXANDER PLACE - O/S 19 THURLOE SQUARE,21700007,527065.3,178913.2,ISNA,SL,PL-S,7,1,2
L1823001,ALEXANDER SQUARE,,ALEXANDER SQUARE - OPPOSITE 6   - ST37- (AR20),21700008,527160.8,179011.1,WBNA,PERL,LED,21,1,1
L1823002,ALEXANDER SQUARE,,ALEXANDER SQUARE - OPP 12   - ST37- (AR20),21700008,527177.1,178962.8,WBNA,PERL,LED,21,1,1
L1823003,ALEXANDER SQUARE,,ALEXANDER SQUARE - OPP 13   - ST37- (AR20),21700008,527181,178952,WBNA,PERL,LED,21,1,1
L1823004,ALEXANDER SQUARE,,ALEXANDER SQUARE - OPP 23   - ST37- (AR20),21700008,527197,178902.5,WBNA,PERL,LED,21,1,1
S1803001,ALEXANDER SQUARE,,ALEXANDER SQUARE - N F/W OPP 11   - ST36- (AR20),21700008,527185.9,178966.4,ISNA,SL,PL-S,7,1,2
S1803002,ALEXANDER SQUARE,,ALEXANDER SQUARE - FLK 12  ALEXANDER SQUARE   - ST36- (AR20),21700008,527169.33,178960.11,ISNA,SL,PL-S,7,1,2
S1803003,ALEXANDER SQUARE,,ALEXANDER SQUARE - CORNER OF 13   - ST36- (AR20),21700008,527171.5,178950.5,ISNA,SL,LED,9,1,1
S1803004,ALEXANDER SQUARE,,ALEXANDER SQUARE - O/S 13   - ST36- (AR20),21700008,527174.4,178948.3,ISNA,SL,PL-S,7,1,2
S1803005,ALEXANDER SQUARE,,ALEXANDER SQUARE - N F/W OPP EGERTON GDNS   - ST36- (AR20),21700008,527210.4,178907.9,ISNA,SL,PL-S,7,1,2
S1803006,ALEXANDER SQUARE,,ALEXANDER SQUARE - S F/W OPP EGERTON GARDE,21700008,527212.8,178896.2,ISNA,SL,PL-S,7,1,2
S1803007,ALEXANDER SQUARE,,ALEXANDER SQUARE - O/S 22   - ST36- (AR20),21700008,527195.9,178892.6,ISNA,SL,PL-S,7,1,2
